,num,p_num,unique_id,author,publish_year,title,m_num,lat,long,climate_region,country,state_province,estuary,marsh,specific_site,time_frame,repeat.,sampling_year,sampling_year_full,specific_date_condition,specific_time,month,season,plant_species,plant_comment,section,tide,salinity,salinity_loc,ch4_n,ch4_flux,ch4_var,ch4_var_type,ch4_units,ch4_chamber,ch4_loc,soil_temp,soil_source,soil_temp_var,pw_salinity,pw_salinity_var,pw_conductivity,pw_conductivity_var,cond_convert,salinity_conductivity,enviro_source,ch4_method,ch4_method_simple,method,brand,brand2,model,group_key
216,288,17,551,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,8,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,April,spring,Spartina patens,NA,high,microtidal,mesohaline,salinity in paper,5,4.363274,3.116624,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_April_Spartina patens_mesohaline_dark_NA_high
217,289,17,573,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,9,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,May,spring,Juncus sp.,NA,low,microtidal,mesohaline,salinity in paper,5,2.493299,1.24665,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_May_Juncus sp._mesohaline_dark_NA_low
218,290,17,572,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,10,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,May,spring,Juncus sp.,NA,high,microtidal,mesohaline,salinity in paper,5,8.726547,1.869974,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_May_Juncus sp._mesohaline_dark_NA_high
219,291,17,574,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,11,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,May,spring,Spartina alterniflora,NA,low,microtidal,mesohaline,salinity in paper,5,49.242659,19.323069,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_May_Spartina alterniflora_mesohaline_dark_NA_low
220,292,17,575,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,12,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,May,spring,Spartina patens,NA,high,microtidal,mesohaline,salinity in paper,5,5.609923,1.869974,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_May_Spartina patens_mesohaline_dark_NA_high
221,293,17,569,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,13,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,June,summer,Juncus sp.,NA,low,microtidal,mesohaline,salinity in paper,5,3.739949,1.869974,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_June_Juncus sp._mesohaline_dark_NA_low
222,294,17,568,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,14,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,June,summer,Juncus sp.,NA,high,microtidal,mesohaline,salinity in paper,5,14.959795,6.856573,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_June_Juncus sp._mesohaline_dark_NA_high
223,295,17,570,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,15,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,June,summer,Spartina alterniflora,NA,low,microtidal,mesohaline,salinity in paper,5,52.359283,12.466496,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_June_Spartina alterniflora_mesohaline_dark_NA_low
224,296,17,571,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,16,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,June,summer,Spartina patens,NA,high,microtidal,mesohaline,salinity in paper,5,10.596522,1.869974,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_June_Spartina patens_mesohaline_dark_NA_high
225,297,17,565,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,17,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,July,summer,Juncus sp.,NA,low,microtidal,mesohaline,salinity in paper,5,44.256061,9.349872,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_July_Juncus sp._mesohaline_dark_NA_low
226,298,17,564,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,18,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,July,summer,Juncus sp.,NA,high,microtidal,mesohaline,salinity in paper,5,36.152838,10.596522,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_July_Juncus sp._mesohaline_dark_NA_high
227,299,17,566,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,19,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,July,summer,Spartina alterniflora,NA,low,microtidal,mesohaline,salinity in paper,5,153.961226,88.512122,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_July_Spartina alterniflora_mesohaline_dark_NA_low
228,300,17,567,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,20,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,July,summer,Spartina patens,NA,high,microtidal,mesohaline,salinity in paper,5,14.959795,2.493299,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_July_Spartina patens_mesohaline_dark_NA_high
229,301,17,557,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,21,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,August,summer,Juncus sp.,NA,low,microtidal,mesohaline,salinity in paper,5,18.699744,7.479898,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_August_Juncus sp._mesohaline_dark_NA_low
230,302,17,556,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,22,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,August,summer,Juncus sp.,NA,high,microtidal,mesohaline,salinity in paper,5,39.269462,14.33647,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_August_Juncus sp._mesohaline_dark_NA_high
231,303,17,558,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,23,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,August,summer,Spartina alterniflora,NA,low,microtidal,mesohaline,salinity in paper,5,121.548336,36.152838,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_August_Spartina alterniflora_mesohaline_dark_NA_low
232,304,17,559,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,24,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,August,summer,Spartina patens,NA,high,microtidal,mesohaline,salinity in paper,5,13.089821,1.24665,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_August_Spartina patens_mesohaline_dark_NA_high
233,305,17,585,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,25,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,September,fall,Juncus sp.,NA,low,microtidal,mesohaline,salinity in paper,5,15.58312,1.869974,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_September_Juncus sp._mesohaline_dark_NA_low
234,306,17,584,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,26,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,September,fall,Juncus sp.,NA,high,microtidal,mesohaline,salinity in paper,5,51.735958,12.466496,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_September_Juncus sp._mesohaline_dark_NA_high
235,307,17,586,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,27,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,September,fall,Spartina alterniflora,NA,low,microtidal,mesohaline,salinity in paper,5,151.467926,53.605933,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_September_Spartina alterniflora_mesohaline_dark_NA_low
236,308,17,587,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,28,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,September,fall,Spartina patens,NA,high,microtidal,mesohaline,salinity in paper,5,5.609923,2.493299,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_September_Spartina patens_mesohaline_dark_NA_high
237,309,17,581,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,29,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,October,fall,Juncus sp.,NA,low,microtidal,mesohaline,salinity in paper,5,46.74936,20.569718,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_October_Juncus sp._mesohaline_dark_NA_low
238,310,17,580,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,30,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,October,fall,Juncus sp.,NA,high,microtidal,mesohaline,salinity in paper,5,23.686342,6.233248,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_October_Juncus sp._mesohaline_dark_NA_high
239,311,17,582,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,31,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,October,fall,Spartina alterniflora,NA,low,microtidal,mesohaline,salinity in paper,5,79.16225,29.296266,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_October_Spartina alterniflora_mesohaline_dark_NA_low
240,312,17,583,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,32,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,October,fall,Spartina patens,NA,high,microtidal,mesohaline,salinity in paper,5,8.726547,1.869974,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_October_Spartina patens_mesohaline_dark_NA_high
241,313,17,577,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,33,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,Novemeber,fall,Juncus sp.,NA,low,microtidal,mesohaline,salinity in paper,5,34.906189,33.659539,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_Novemeber_Juncus sp._mesohaline_dark_NA_low
242,314,17,576,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,34,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,Novemeber,fall,Juncus sp.,NA,high,microtidal,mesohaline,salinity in paper,5,12.466496,4.363274,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_Novemeber_Juncus sp._mesohaline_dark_NA_high
243,315,17,578,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,35,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,Novemeber,fall,Spartina alterniflora,NA,low,microtidal,mesohaline,salinity in paper,5,9.349872,2.493299,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_Novemeber_Spartina alterniflora_mesohaline_dark_NA_low
244,316,17,579,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,36,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,Novemeber,fall,Spartina patens,NA,high,microtidal,mesohaline,salinity in paper,5,4.363274,1.869974,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_Novemeber_Spartina patens_mesohaline_dark_NA_high
245,317,17,561,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,37,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,December,winter,Juncus sp.,NA,low,microtidal,mesohaline,salinity in paper,5,6.233248,6.856573,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_December_Juncus sp._mesohaline_dark_NA_low
246,318,17,560,Derby et al.,2022,Vegetation and hydrology stratification as proxies to estimate methane emission from tidal marshes,38,38.185172,-75.906279,subtropical/warm temperate,USA,Maryland,Chesapeake Bay,Deal Island Peninsula,NA,day,NA,2015,2015,NA,NA,December,winter,Juncus sp.,NA,high,microtidal,mesohaline,salinity in paper,5,39.269462,13.713146,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Varian,,Varian 450,17_Chesapeake Bay_Deal Island Peninsula_2015_December_Juncus sp._mesohaline_dark_NA_high
