,num,p_num,unique_id,author,publish_year,title,m_num,lat,long,climate_region,country,state_province,estuary,marsh,specific_site,time_frame,sampling_year,sampling_year_full,specific_date_condition,specific_time,month,season,plant_species,plant_comment,section,tide,salinity,salinity_loc,ch4_n,ch4_flux,ch4_var,ch4_var_type,ch4_units,ch4_chamber,ch4_loc,soil_temp,soil_source,soil_temp_var,pw_salinity,pw_salinity_var,pw_conductivity,pw_conductivity_var,cond_convert,salinity_conductivity,enviro_source,ch4_method,ch4_method_simple,method,brand,brand2,model,repeat_flag,group_key,yi,vi
154,574,30,706,Hu et al.,2016,"Response of gaseous carbon emissions to low-level salinity increase in tidal marsh ecosystem of the Min River estuary, southeastern China",6,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2014,2014,NA,NA,April,spring,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,Huang et al. 2019 and several other papers,4,16.82977,0.623325,SE,mg/m2/h,dark,fig,17.38,NA,NA,NA,NA,3.96,0.17,2.490147034,2.490147034,"tab, fig",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,30_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2014_April_Cyperus malaccensis_oligohaline_dark_NA_NA,3.517177996,4
155,575,30,713,Hu et al.,2016,"Response of gaseous carbon emissions to low-level salinity increase in tidal marsh ecosystem of the Min River estuary, southeastern China",7,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2014,2014,NA,NA,May,spring,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,Huang et al. 2019 and several other papers,4,152.714576,46.126035,SE,mg/m2/h,dark,fig,21.77,NA,NA,NA,NA,1.47,0.36,0.790145566,0.790145566,"tab, fig",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,30_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2014_May_Cyperus malaccensis_oligohaline_dark_NA_NA,5.721728563,4
156,576,30,711,Hu et al.,2016,"Response of gaseous carbon emissions to low-level salinity increase in tidal marsh ecosystem of the Min River estuary, southeastern China",8,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2014,2014,NA,NA,June,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,Huang et al. 2019 and several other papers,4,279.872835,67.942403,SE,mg/m2/h,dark,fig,25.69,NA,NA,NA,NA,2.11,0.19,1.059781599,1.059781599,"tab, fig",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,30_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2014_June_Cyperus malaccensis_oligohaline_dark_NA_NA,6.327485712,4
157,577,30,710,Hu et al.,2016,"Response of gaseous carbon emissions to low-level salinity increase in tidal marsh ecosystem of the Min River estuary, southeastern China",9,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2014,2014,NA,NA,July,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,Huang et al. 2019 and several other papers,4,246.213296,59.215856,SE,mg/m2/h,dark,fig,30.08,NA,NA,NA,NA,2.74,0.17,1.274853145,1.274853145,"tab, fig",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,30_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2014_July_Cyperus malaccensis_oligohaline_dark_NA_NA,6.199349522,4
158,578,30,707,Hu et al.,2016,"Response of gaseous carbon emissions to low-level salinity increase in tidal marsh ecosystem of the Min River estuary, southeastern China",10,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2014,2014,NA,NA,August,summer,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,Huang et al. 2019 and several other papers,4,1000.436304,169.544346,SE,mg/m2/h,dark,fig,29.15,NA,NA,NA,NA,2.63,0,1.243969957,1.243969957,"tab, fig",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,30_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2014_August_Cyperus malaccensis_oligohaline_dark_NA_NA,7.601338918,4
159,579,30,715,Hu et al.,2016,"Response of gaseous carbon emissions to low-level salinity increase in tidal marsh ecosystem of the Min River estuary, southeastern China",11,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2014,2014,NA,NA,September,fall,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,Huang et al. 2019 and several other papers,4,602.131757,118.431712,SE,mg/m2/h,dark,fig,26.62,NA,NA,NA,NA,3.2,0.02,1.61222815,1.61222815,"tab, fig",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,30_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2014_September_Cyperus malaccensis_oligohaline_dark_NA_NA,7.093624157,4
160,580,30,714,Hu et al.,2016,"Response of gaseous carbon emissions to low-level salinity increase in tidal marsh ecosystem of the Min River estuary, southeastern China",12,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2014,2014,NA,NA,October,fall,Cyperus malaccensis,NA,NA,macrotidal,oligohaline,Huang et al. 2019 and several other papers,4,500.529814,195.100662,SE,mg/m2/h,dark,fig,20.15,NA,NA,NA,NA,4.36,0,2.582586405,2.582586405,"tab, fig",closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,30_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2014_October_Cyperus malaccensis_oligohaline_dark_NA_NA,6.908815344,4
161,581,31,719,Hu et al.,2017,"Effects of the addition of nitrogen and sulfate on CH4 and CO2 emissions, soil, and pore water chemistry in a high marsh of the Min River estuary in southeastern China",1,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2014,2014,NA,NA,September,fall,Cyperus malaccensis,NA,high,macrotidal,oligohaline,Huang et al. 2019 and several other papers,3,23.063018,8.726547,SE,mg/m2/h,dark,fig,22,NA,NA,NA,NA,2.78,0,1.536393386,1.536393386,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,31_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2014_September_Cyperus malaccensis_oligohaline_dark_NA_high,3.831847242,3
162,582,31,718,Hu et al.,2017,"Effects of the addition of nitrogen and sulfate on CH4 and CO2 emissions, soil, and pore water chemistry in a high marsh of the Min River estuary in southeastern China",2,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2014,2014,NA,NA,October,fall,Cyperus malaccensis,NA,high,macrotidal,oligohaline,Huang et al. 2019 and several other papers,3,11.843171,5.609923,SE,mg/m2/h,dark,fig,20.47,NA,NA,NA,NA,4.22,0,2.476068719,2.476068719,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,31_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2014_October_Cyperus malaccensis_oligohaline_dark_NA_high,3.166676244,3
163,583,31,717,Hu et al.,2017,"Effects of the addition of nitrogen and sulfate on CH4 and CO2 emissions, soil, and pore water chemistry in a high marsh of the Min River estuary in southeastern China",3,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2014,2014,NA,NA,November,fall,Cyperus malaccensis,NA,high,macrotidal,oligohaline,Huang et al. 2019 and several other papers,3,21.816368,7.479898,SE,mg/m2/h,dark,fig,17.6,NA,NA,NA,NA,5.25,0.54,3.344054287,3.344054287,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,31_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2014_November_Cyperus malaccensis_oligohaline_dark_NA_high,3.776332542,3
164,584,31,716,Hu et al.,2017,"Effects of the addition of nitrogen and sulfate on CH4 and CO2 emissions, soil, and pore water chemistry in a high marsh of the Min River estuary in southeastern China",4,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2014,2014,NA,NA,December,winter,Cyperus malaccensis,NA,high,macrotidal,oligohaline,Huang et al. 2019 and several other papers,3,31.789565,6.233248,SE,mg/m2/h,dark,fig,10.63,NA,NA,NA,NA,5.73,0,4.391403529,4.391403529,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,31_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2014_December_Cyperus malaccensis_oligohaline_dark_NA_high,4.152532564,3
165,585,31,723,Hu et al.,2017,"Effects of the addition of nitrogen and sulfate on CH4 and CO2 emissions, soil, and pore water chemistry in a high marsh of the Min River estuary in southeastern China",5,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2015,2015,NA,NA,January,winter,Cyperus malaccensis,NA,high,macrotidal,oligohaline,Huang et al. 2019 and several other papers,3,8.726547,2.493299,SE,mg/m2/h,dark,fig,12.3,NA,NA,NA,NA,5.8,1.1,4.253812014,4.253812014,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,31_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2015_January_Cyperus malaccensis_oligohaline_dark_NA_high,2.862783772,3
166,586,31,722,Hu et al.,2017,"Effects of the addition of nitrogen and sulfate on CH4 and CO2 emissions, soil, and pore water chemistry in a high marsh of the Min River estuary in southeastern China",6,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2015,2015,NA,NA,February,winter,Cyperus malaccensis,NA,high,macrotidal,oligohaline,Huang et al. 2019 and several other papers,3,9.973197,1.869974,SE,mg/m2/h,dark,fig,11.53,NA,NA,NA,NA,5.24,0,3.895605347,3.895605347,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,31_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2015_February_Cyperus malaccensis_oligohaline_dark_NA_high,2.995552407,3
167,587,31,726,Hu et al.,2017,"Effects of the addition of nitrogen and sulfate on CH4 and CO2 emissions, soil, and pore water chemistry in a high marsh of the Min River estuary in southeastern China",7,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2015,2015,NA,NA,March,spring,Cyperus malaccensis,NA,high,macrotidal,oligohaline,Huang et al. 2019 and several other papers,3,4.363274,3.116624,SE,mg/m2/h,dark,fig,16.42,NA,NA,NA,NA,4.12,0.5,2.658963904,2.658963904,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,31_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2015_March_Cyperus malaccensis_oligohaline_dark_NA_high,2.179250037,3
168,588,31,720,Hu et al.,2017,"Effects of the addition of nitrogen and sulfate on CH4 and CO2 emissions, soil, and pore water chemistry in a high marsh of the Min River estuary in southeastern China",8,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2015,2015,NA,NA,April,spring,Cyperus malaccensis,NA,high,macrotidal,oligohaline,Huang et al. 2019 and several other papers,3,9.349872,1.24665,SE,mg/m2/h,dark,fig,21.58,NA,NA,NA,NA,4.05,0.43,2.310657817,2.310657817,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,31_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2015_April_Cyperus malaccensis_oligohaline_dark_NA_high,2.931357398,3
169,589,31,727,Hu et al.,2017,"Effects of the addition of nitrogen and sulfate on CH4 and CO2 emissions, soil, and pore water chemistry in a high marsh of the Min River estuary in southeastern China",9,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2015,2015,NA,NA,May,spring,Cyperus malaccensis,NA,high,macrotidal,oligohaline,Huang et al. 2019 and several other papers,3,2.493299,1.24665,SE,mg/m2/h,dark,fig,23.26,NA,NA,NA,NA,3.19,0.67,1.727654651,1.727654651,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,31_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2015_May_Cyperus malaccensis_oligohaline_dark_NA_high,1.644739578,3
170,590,31,725,Hu et al.,2017,"Effects of the addition of nitrogen and sulfate on CH4 and CO2 emissions, soil, and pore water chemistry in a high marsh of the Min River estuary in southeastern China",10,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2015,2015,NA,NA,June,summer,Cyperus malaccensis,NA,high,macrotidal,oligohaline,Huang et al. 2019 and several other papers,3,45.50271,13.089821,SE,mg/m2/h,dark,fig,24.65,NA,NA,NA,NA,2.69,0.87,1.399619932,1.399619932,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,31_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2015_June_Cyperus malaccensis_oligohaline_dark_NA_high,4.511039787,3
171,591,31,724,Hu et al.,2017,"Effects of the addition of nitrogen and sulfate on CH4 and CO2 emissions, soil, and pore water chemistry in a high marsh of the Min River estuary in southeastern China",11,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2015,2015,NA,NA,July,summer,Cyperus malaccensis,NA,high,macrotidal,oligohaline,Huang et al. 2019 and several other papers,3,61.08583,8.726547,SE,mg/m2/h,dark,fig,30.44,NA,NA,NA,NA,2.15,0,0.980571748,0.980571748,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,31_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2015_July_Cyperus malaccensis_oligohaline_dark_NA_high,4.805494096,3
172,592,31,721,Hu et al.,2017,"Effects of the addition of nitrogen and sulfate on CH4 and CO2 emissions, soil, and pore water chemistry in a high marsh of the Min River estuary in southeastern China",12,26.03358,119.61961,subtropical/warm temperate,China,Fujian,Minjiang/Min River Estuary,Shanyutan brackish tidal marsh,NA,day,2015,2015,NA,NA,August,summer,Cyperus malaccensis,NA,high,macrotidal,oligohaline,Huang et al. 2019 and several other papers,3,61.709155,8.726547,SE,mg/m2/h,dark,fig,28,NA,NA,NA,NA,2.19,0.35,1.050178784,1.050178784,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Shimadzu,,"GC-2010, Shimadzu",FALSE,31_Minjiang/Min River Estuary_Shanyutan brackish tidal marsh_2015_August_Cyperus malaccensis_oligohaline_dark_NA_high,4.815645124,3
173,1000,47,916,Li et al.,2019,Plant biomass and soil organic carbon are main factors influencing dry-season ecosystem carbon rates in the coastal zone of the Yellow River Delta,1,37.768332,119.059717,continental,China,Shandong,Yellow River Estuary,Nature Reserve of the Yellow River Delta,NA,day,2018,2018,NA,NA,May,spring,Suaeda sp.,NA,NA,microtidal,oligohaline,"salinity in paper, conductivity in tab ~6 mS/cm",27,-1.24665,0.623325,SE,mg/m2/h,light,text,20.11,Sun et al. 2013,NA,NA,NA,6.91,0,4.225179297,4.225179297,tab,in situ closed chamber with portable laser absorption spectroscopy gas analyzer,in situ,in situ closed chamber with portable laser absorption spectroscopy gas analyzer,LGR,,"UGGALGR, Los Gatos Research",FALSE,47_Yellow River Estuary_Nature Reserve of the Yellow River Delta_2018_May_Suaeda sp._oligohaline_light_NA_NA,-1.045498573,27
174,1001,47,915,Li et al.,2019,Plant biomass and soil organic carbon are main factors influencing dry-season ecosystem carbon rates in the coastal zone of the Yellow River Delta,2,37.768332,119.059717,continental,China,Shandong,Yellow River Estuary,Nature Reserve of the Yellow River Delta,NA,day,2018,2018,NA,NA,May,spring,Phragmites australis,NA,NA,microtidal,oligohaline,"salinity in paper, conductivity in tab ~6 mS/cm",9,16.82977,10.596522,SE,mg/m2/h,light,text,20.11,Sun et al. 2013,NA,NA,NA,3.09,0.55,1.793993259,1.793993259,tab,in situ closed chamber with portable laser absorption spectroscopy gas analyzer,in situ,in situ closed chamber with portable laser absorption spectroscopy gas analyzer,LGR,,"UGGALGR, Los Gatos Research",FALSE,47_Yellow River Estuary_Nature Reserve of the Yellow River Delta_2018_May_Phragmites australis_oligohaline_light_NA_NA,3.517177996,9
